date,time,domain,srcip,destip,c0,usr,level,type,phyaddr,state,backupduration,backupvolume,n0,pwd
1176961252,0:44,west.uk.domain.lcl,224.132.12.90,17.246.209.191,1413dda6801f9bb5422bbdde492409b7,afreeman8r,error,success,0x00-C3-03-9E-C9-CD-DB,TX,13.9,1854.39,3.54E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1164992562,15:51,west.us.domain.lcl,170.200.227.230,98.167.110.249,2f4077b20dc0c1891a6e1f102a7b0bf0,mlong8s,critical,lock,0x00-A0-D3-5D-29-03-A5,TX,13.58,864.55,3.58E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1338239373,21:30,west.us.domain.lcl,255.212.23.87,82.132.193.190,9404f02504312cea48c4bad28c4a69b0,nwagner8t,info,retry,0x00-2F-82-6C-0E-6E-7F,NY,3.11,1973.04,3.56E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1412341300,14:28,west.uk.domain.lcl,249.47.92.229,152.4.114.145,b4f56c80259457616ece10fcd44e1a27,wpayne8u,error,fail,0x00-BC-78-17-42-71-9E,CO,7.92,832.16,3.54E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1234293868,18:06,west.us.domain.lcl,48.174.34.56,8.251.49.230,a0cd87a51832de6ec9fb4714ef7c0a31,ibradley8v,critical,lock,0x00-05-36-F4-A7-64-66,UT,14.86,704.31,3.55E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
na,na,west.us.domain.lcl,209.76.195.241,117.53.117.143,4207b9d83a3b7542bd71f7d5e3ff84a5,nalvarez8w,error,retry,0x00-8A-5E-26-F1-E1-07,NV,12.59,562.72,2.02E+14,c58ae07b20c0f72981a625fcf1d6792ce8249230
1398327765,4:55,east.uk.domain.lcl,146.73.129.209,251.105.23.117,1addf2ec2dd3d437eb83a91f48d89a26,tmason8x,error,lock,0x00-9C-3D-33-1B-3C-FC,TX,14.66,838.56,4.04E+12,c58ae07b20c0f72981a625fcf1d6792ce8249230
1438556309,23:20,east.uk.domain.lcl,163.169.31.119,44.193.229.105,a1f62fd025441e1d422df468f6de0e47,rjohnson8y,info,fail,0x00-B4-FC-A0-B6-9E-35,OR,14.26,902.98,6.04E+16,c58ae07b20c0f72981a625fcf1d6792ce8249230
1475274368,18:48,east.us.domain.lcl,9.103.70.232,180.150.8.74,40c97ca69ac0d6fe27cca798894d4212,ngrant8z,error,retry,0x00-39-57-EB-0D-05-CE,IN,4.86,757.11,3.54E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1275629169,14:51,east.uk.domain.lcl,195.170.229.220,166.3.241.236,cf18a1251f90c93204dcc369d2909cf6,rrobinson90,warn,success,0x00-B1-26-01-AD-3B-7E,CA,13.53,1574.44,3.56E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1457749852,22:55,east.us.domain.lcl,201.217.83.73,101.94.10.111,bce8a34a6ba2441b6e19b6af93681f38,eperkins91,critical,lock,0x00-E8-B9-A8-3A-62-53,IL,10.85,1573.59,6.38E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1181592317,0:49,west.us.domain.lcl,102.220.169.40,96.86.188.181,07348f3d05cfda0d494cd578417fe545,jedwards92,warn,lock,0x00-18-D0-67-57-75-BF,CA,11.41,545,3.54E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1231982735,10:30,west.uk.domain.lcl,45.167.177.23,112.149.38.102,13ac1ba62116aaadb34e3bfc36925184,jruiz93,warn,success,0x00-95-97-B4-4A-B6-DE,CA,9.37,1695.88,3.54E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1221443430,10:41,east.uk.domain.lcl,185.178.248.238,176.45.111.181,87c9401ef40f4ea6c8a8a11783bd7f90,cfranklin94,info,fail,0x00-BA-32-BD-CB-16-A0,PA,7.97,1469.08,5.60E+16,c58ae07b20c0f72981a625fcf1d6792ce8249230
1446592516,23:39,east.uk.domain.lcl,123.95.82.60,189.171.28.0,7606b60b87c7b2fb35f35099184a2fde,agarcia95,info,lock,0x00-AD-32-AD-1F-93-76,AZ,12.36,1855.23,6.76E+17,c58ae07b20c0f72981a625fcf1d6792ce8249230
1151582084,10:03,west.us.domain.lcl,195.127.147.118,34.121.196.140,2e9debf03644d446bc48c1d0f5c6e240,phansen96,info,fail,0x00-CB-93-D4-7B-8E-95,CA,14.25,1270.05,3.55E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1440807514,21:51,east.us.domain.lcl,18.197.227.60,205.155.94.59,54c1bc645e3e8b27944cba76b8e7fe2f,jfreeman97,critical,retry,0x00-82-ED-D9-A5-A7-C9,OK,11.37,812.84,5.10E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1312572229,22:13,west.uk.domain.lcl,112.191.153.102,249.131.219.223,8b9397260c23c8166f1c19f56a4a1d64,dweaver98,info,fail,0x00-38-03-42-7A-A1-9C,MN,6.81,1471.64,5.64E+17,c58ae07b20c0f72981a625fcf1d6792ce8249230
1363617422,18:13,na,na,na,75ef161de23df719da7f3dd7c4e9d81a,ajackson99,na,na,na,na,na,na,na,na
1337722246,9:57,west.uk.domain.lcl,137.122.13.202,61.8.235.233,4b0faf1506e019e68eb4747c7eeab142,rwilliamson9a,critical,retry,0x00-EB-0C-15-BD-9B-D4,KY,10.78,549.65,5.05E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1383120163,10:56,west.us.domain.lcl,81.181.109.32,0.47.99.74,026a00c0ed6f452ffd244b362388ae50,llong9b,warn,success,0x00-F5-BD-DB-2C-CF-8F,CA,3.43,1707.37,3.56E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1197512268,17:44,east.us.domain.lcl,209.81.209.151,118.240.137.158,cde043ca7a535816aabff2e50cac1740,cbaker9c,info,success,0x00-04-49-4E-6B-58-76,TX,13.73,1096.01,3.05E+13,c58ae07b20c0f72981a625fcf1d6792ce8249230
1254684252,16:01,east.us.domain.lcl,83.197.199.38,132.249.3.143,73fb1781b0e835105ebff92f4b90a51c,jlee9d,error,retry,0x00-10-0D-36-09-97-FD,NC,10.24,1320.44,4.02E+15,c58ae07b20c0f72981a625fcf1d6792ce8249230
1158706027,14:25,west.us.domain.lcl,59.232.166.228,155.210.216.57,642aa04da7ab9411e40358a1363c7dde,jstevens9e,info,retry,0x00-A1-7D-9E-3D-4F-95,MN,6.27,655.6,4.04E+12,c58ae07b20c0f72981a625fcf1d6792ce8249230
1439922952,22:31,east.us.domain.lcl,132.93.96.16,216.118.138.158,abb5467187435fa33cac79b11d4f0ceb,flittle9f,warn,retry,0x00-B5-EF-2E-C4-C0-38,CA,13.71,1950.21,6.33E+18,c58ae07b20c0f72981a625fcf1d6792ce8249230
1472127631,0:13,east.uk.domain.lcl,16.66.85.8,88.7.142.161,3b03d9e945362ec24a6fcef5c7f20125,wporter9g,error,success,0x00-D0-52-21-63-7F-C7,IN,12.67,1191.66,3.55E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1148024406,12:03,west.us.domain.lcl,174.56.26.5,119.161.7.175,379ee1a72973d3ccdee5bc057b65b9b3,jcastillo9h,critical,lock,0x00-7F-A6-E8-A8-78-44,FL,10.22,1729.97,5.12E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1305087110,4:40,west.us.domain.lcl,231.55.73.192,26.66.18.121,10f70fac8d874da4e38bcf70eb563e12,dlynch9i,critical,success,0x00-01-83-3A-4D-B4-4C,ND,3.41,753.28,4.91E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1377319292,21:31,east.us.domain.lcl,179.124.76.63,20.47.68.21,8055897f45746b150aa8d05f4e580aa5,dhawkins9j,warn,fail,0x00-F0-7E-E3-18-81-E7,AL,4.71,1850.32,3.38E+14,83c98eb70e1446bc7c85c430b2a432294c0380d0
na,na,west.uk.domain.lcl,183.190.11.4,128.13.169.4,c50661f055cf798a3bd12fb82ecafabb,jchavez9k,warn,fail,0x00-26-36-65-46-D2-99,KS,8.53,617.45,3.74E+14,83c98eb70e1446bc7c85c430b2a432294c0380d0
1266043283,21:25,west.us.domain.lcl,239.250.64.190,67.39.179.157,359ac7c89d0d35d9c2dd89d79ff6099f,tnguyen9l,critical,fail,0x00-B5-D1-FE-0E-93-6D,UT,3.04,1728.63,3.54E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1304910521,7:06,east.uk.domain.lcl,81.174.235.58,22.217.118.51,2175a46f8e27f6a4eb7e31f40ebc3605,rboyd9m,warn,fail,0x00-D9-D1-2C-F9-BF-69,NY,10.23,772.13,3.54E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1338943407,3:10,west.uk.domain.lcl,17.201.83.196,15.175.139.70,12f355cc81b811770e8a3a698f076a4d,rhenry9n,critical,lock,0x00-EC-C0-8C-46-3E-EF,CT,11.76,1640,4.41E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1448347877,7:14,west.uk.domain.lcl,69.83.60.188,168.21.66.94,9419f041c7cc6b7ace54ebb4437d5e68,jandrews9o,warn,success,0x00-82-03-ED-6E-32-EA,TX,11.53,1653.59,5.60E+16,83c98eb70e1446bc7c85c430b2a432294c0380d0
1423411515,9:54,west.uk.domain.lcl,8.230.158.238,232.87.186.11,1e5b5e7dca30b2baa313430c625f5fa3,bhayes9p,critical,lock,0x00-F8-DF-EA-E1-C0-A0,FL,11.51,1770.91,3.53E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1177660110,10:08,west.us.domain.lcl,186.200.165.231,239.54.36.16,2eb10d9f9cc76738e5a353aa49425f82,byoung9q,warn,retry,0x00-94-33-B5-9E-ED-7F,MI,4.48,1939.77,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1168197761,7:21,east.us.domain.lcl,174.1.15.250,25.204.107.145,6ac07eb063cedeb858e49e288d35e0f9,cstanley9r,error,success,0x00-B0-2F-9E-E7-9A-E5,CA,12.26,675.87,3.75E+14,83c98eb70e1446bc7c85c430b2a432294c0380d0
1201638439,6:50,west.uk.domain.lcl,49.149.198.29,161.175.29.190,2d1e078fa5acdd39a526fc5b0246cec1,ereyes9s,info,retry,0x00-2D-97-BB-18-58-57,TX,12.52,923.23,4.84E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1354233967,23:17,na,na,na,f969f35cb4547152c25927c8254dd96e,rcarroll9t,na,na,na,na,na,na,na,na
1178323248,7:02,west.uk.domain.lcl,117.30.84.232,176.95.82.1,4188c269e0ad164429d930e179cb3fc4,jbailey9u,error,fail,0x00-5C-70-1D-07-F3-10,CA,9.37,966.67,4.41E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
na,na,east.uk.domain.lcl,77.103.28.182,23.90.208.4,b8b3149580b1560e9675890d7827cff5,klee9v,error,success,0x00-00-0D-D5-78-BA-83,CO,5.21,1099.96,6.39E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1309398984,9:59,east.uk.domain.lcl,119.72.133.166,238.210.38.58,55c7abc0e24d67d95b5cff714c7c5a17,dmills9w,critical,fail,0x00-04-A7-C1-A5-D1-25,NC,5.97,817.86,3.56E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1137846295,2:44,west.uk.domain.lcl,211.126.79.79,137.25.34.16,1d2a7baf6d17f85943a3b3e0e6d73028,hvasquez9x,warn,retry,0x00-87-F1-25-1D-BC-F7,DC,14.53,1667.1,3.53E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1150929167,19:24,west.us.domain.lcl,39.243.39.4,163.147.40.237,0c49399662c030d0582f8ae72fdc4b74,rjordan9y,info,retry,0x00-2C-74-CB-89-7E-AA,TX,12.19,1790.34,4.18E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1305336290,6:26,west.us.domain.lcl,70.178.199.137,121.134.164.46,bdff0e6f9c86c9ab0d8d02c0b9e680b5,tbennett9z,warn,success,0x00-7D-A8-E3-90-F2-EC,IL,4.11,1654.18,5.60E+17,83c98eb70e1446bc7c85c430b2a432294c0380d0
1233782165,20:13,east.uk.domain.lcl,94.33.63.53,166.54.182.98,858b3e1a9e56a65777b021c158114e07,jnicholsa0,info,fail,0x00-08-61-85-16-C8-29,VA,14.67,1407.11,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1379467545,1:03,west.uk.domain.lcl,38.38.107.29,115.168.68.142,aa346514d44e224bb4dadbf6b453dbb2,kcoxa1,error,lock,0x00-5E-D9-7F-CA-32-A3,CA,6.9,552.86,3.58E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1166453051,4:11,east.uk.domain.lcl,7.89.39.40,95.119.77.106,208fd99f3dd115d0c4aa2b0a2560c7fb,smendozaa2,critical,fail,0x00-AC-62-99-0F-30-B3,VA,5.92,1330.18,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1300219848,11:44,west.us.domain.lcl,50.253.210.126,183.45.185.185,e1c23821d738796afec99b8a66dca21e,bhicksa3,critical,retry,0x00-55-BB-B1-0A-4D-77,CA,5.18,1635.13,4.04E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1145451592,23:40,west.us.domain.lcl,123.138.90.143,36.205.162.97,9e6e04f53f0c294ed66b58ef71da1e72,dlarsona4,critical,lock,0x00-E8-7A-A6-8F-E4-A8,WI,4.86,1934.35,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1190438525,18:05,east.uk.domain.lcl,213.202.126.14,94.122.159.50,84b2ea8e964a31fe599e6e54979c6ef3,crobinsona5,critical,retry,0x00-3B-BC-84-5C-70-32,NC,14.41,1954.51,3.05E+13,83c98eb70e1446bc7c85c430b2a432294c0380d0
1381278296,5:46,east.us.domain.lcl,86.114.188.42,247.117.207.249,29e1befef5b50acc4824c81e3781e309,jpetersa6,warn,lock,0x00-AA-C1-10-68-2D-1B,OH,10.7,1872.26,5.02E+18,83c98eb70e1446bc7c85c430b2a432294c0380d0
1182600851,18:57,west.us.domain.lcl,122.139.136.141,73.131.127.87,0bb6785772a8d754c4c5ce408c411d06,ahalla7,error,retry,0x00-6E-9F-BE-9F-7D-9F,CO,3.4,1645.42,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1380029200,22:14,east.us.domain.lcl,35.243.132.216,90.200.85.132,e834f51c530224d29ab03d4abfb9d5a2,lcarpentera8,critical,retry,0x00-77-A9-3F-11-42-61,MO,9.29,1274.54,6.40E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1166575029,8:50,east.us.domain.lcl,163.86.147.212,211.16.18.192,6d26d6c79f9bc74358ccb95bae253fa9,kbarnesa9,info,lock,0x00-B3-D8-A8-2C-B4-3D,CA,13.46,662.04,4.18E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1363275658,15:01,west.us.domain.lcl,10.20.215.196,150.126.45.123,63986c492c1186fcb6d7162b4331c6a9,cbradleyaa,critical,retry,0x00-42-8B-A8-1A-23-5D,CA,11.57,1834.19,4.41E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1476130371,16:35,west.uk.domain.lcl,88.38.169.249,194.180.216.185,f11fefd560b62274eb32d13be4d0faa3,klewisab,warn,retry,0x00-2E-5A-91-35-7D-51,OK,9.4,1906.85,3.53E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1216716282,2:01,east.us.domain.lcl,25.243.221.120,194.83.28.61,78435021cc45d59fb1df70dfa42edcd4,dgrayac,error,fail,0x00-F9-04-B5-81-5B-CC,OH,14.24,1374.73,5.26E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1157268406,5:37,east.uk.domain.lcl,52.42.137.121,96.159.157.40,d673274cbbcf4f613c74e712ef688855,dharrisad,warn,fail,0x00-F8-8A-7F-95-90-A0,AZ,6.03,842.78,5.11E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1457717132,1:45,east.us.domain.lcl,190.44.215.36,97.90.227.133,59887ee18f98384aea9691726547ca75,dhernandezae,critical,success,0x00-4D-48-A6-DE-E3-1C,LA,11.65,695.73,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1458035081,7:19,west.uk.domain.lcl,221.125.213.222,115.231.9.60,90cbe847f106a33b7471214f1be0882f,shansonaf,warn,fail,0x00-0F-14-1B-A0-7E-90,CT,8.25,743.6,4.40E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1278727725,20:01,west.us.domain.lcl,151.224.27.82,45.209.172.118,164618d196a6923dca59c356718ba2a4,selliottag,info,fail,0x00-CE-27-2E-13-83-ED,CA,8.95,1336.75,5.15E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1194362843,23:34,east.uk.domain.lcl,9.128.196.108,95.211.112.251,fb7f880583cecf5d0a89141f20c87338,cwoodsah,warn,fail,0x00-FF-90-DC-7F-9A-87,NV,6.54,1231.86,6.76E+18,83c98eb70e1446bc7c85c430b2a432294c0380d0
1201475215,16:10,east.uk.domain.lcl,49.106.235.12,151.121.88.175,261178141b41b4ca6917b56629be74c3,lortizai,info,retry,0x00-39-2A-4C-21-FB-83,CA,8.94,517.98,3.73E+14,83c98eb70e1446bc7c85c430b2a432294c0380d0
1310185332,18:50,west.uk.domain.lcl,156.180.247.77,203.222.109.93,4d61f37f2749f3002dcbc6f7352c2d09,aharveyaj,error,retry,0x00-17-69-5D-04-03-75,NV,5.97,732.89,3.58E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1347915726,13:21,west.uk.domain.lcl,248.69.40.112,49.153.3.239,356397aaab0c4e407f544361c0d7169c,csimsak,info,fail,0x00-D2-C8-FF-E7-57-42,CO,5.04,1995.1,5.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1161546221,10:44,east.us.domain.lcl,1.195.99.207,239.242.156.5,d5b3b3c8043c0fa067ef82d4e84e0fd8,smartinezal,error,lock,0x00-53-B8-A2-A7-FA-AC,FL,14.43,1615.78,3.54E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1462921401,6:17,west.uk.domain.lcl,48.163.43.16,238.55.118.97,a8cf755795638edcb62990328fdd5723,rrayam,warn,lock,0x00-62-98-98-F0-78-1C,CA,9.26,945.4,5.11E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1339950473,23:43,east.us.domain.lcl,144.212.249.88,177.183.4.81,f3a5beb5b33b2818ab6a04188f3255de,jhudsonan,info,success,0x00-77-5A-B1-76-86-64,VA,9.74,631.96,6.33E+17,83c98eb70e1446bc7c85c430b2a432294c0380d0
1447778071,3:01,west.uk.domain.lcl,178.244.76.148,158.38.79.244,ef3877464f748c79270f75675a280a16,jbrooksao,critical,success,0x00-33-4E-BA-B4-60-B3,CA,5.22,1083.8,3.58E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1142661969,10:23,east.us.domain.lcl,245.52.102.212,231.46.46.117,b64765fdc1558d394730f14b899ef261,dkingap,warn,lock,0x00-34-C5-AB-C2-6C-9D,CA,13.22,531.24,3.56E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1343281523,7:41,west.uk.domain.lcl,153.196.206.149,232.59.154.191,262d27b5e013538e76f17246262dd107,sbishopaq,critical,retry,0x00-66-CC-FD-2A-60-EE,TX,7.84,1633.24,5.51E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1174212849,5:11,east.us.domain.lcl,130.117.135.170,77.5.66.24,b9ad3cd58b62eb38b8811aa7ab4aa082,vadamsar,info,fail,0x00-A3-B6-82-E7-03-19,WA,14.56,1186.39,5.60E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1361470682,20:04,na,na,na,9bc46894cf403500c08241ecbd355313,adayas,na,na,na,na,na,na,na,na
1455633366,21:30,west.us.domain.lcl,22.155.66.109,35.106.122.89,ffa42258417e4bbd910691b8c433bccb,kfullerat,warn,lock,0x00-2E-C5-4F-03-DE-F0,LA,9.47,1173.31,4.91E+18,83c98eb70e1446bc7c85c430b2a432294c0380d0
1467187344,23:32,east.us.domain.lcl,213.40.192.150,21.239.183.12,6c153861d3cfcb98c15083a7c72a22f0,rrussellau,info,success,0x00-50-00-BA-C0-83-46,WA,6.87,1975.91,3.57E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1268499567,10:08,west.uk.domain.lcl,230.84.101.201,223.230.7.104,e2eba6c86682f8b6d7c5773fc4563ecb,cowensav,error,fail,0x00-1E-13-C2-91-7F-AF,MO,13.45,1466.92,6.33E+17,83c98eb70e1446bc7c85c430b2a432294c0380d0
1457522690,21:37,east.uk.domain.lcl,251.156.120.91,202.166.52.118,8c990b44f4229c27051a0119aae32def,rkingaw,critical,retry,0x00-10-81-01-2D-22-3D,IA,5.07,1948.63,5.60E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1139468369,6:06,east.uk.domain.lcl,93.252.252.4,226.221.166.106,670e27f80a2a01e7a4344ed4ad16decc,nfrazierax,info,retry,0x00-62-1E-39-11-BB-FE,CT,5.58,1737.88,6.39E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1462204893,23:04,east.uk.domain.lcl,93.84.180.28,239.113.187.85,a34a04bafe3197467808d837a21142a7,cleeay,info,lock,0x00-F6-07-CF-57-5D-7E,WV,8.58,1630.31,3.59E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1421271039,2:51,west.uk.domain.lcl,117.40.92.7,133.160.219.87,a9e424ac5bdf36f90221eff13450b187,wandrewsaz,info,fail,0x00-10-D0-2D-EF-51-6F,NC,3.07,636.44,3.00E+13,83c98eb70e1446bc7c85c430b2a432294c0380d0
1325397456,17:54,west.uk.domain.lcl,215.17.82.66,223.195.43.111,84ec40ec7a166aa25c4202e31fe6fbea,nwhiteb0,critical,fail,0x00-6F-3F-16-21-61-2F,NY,8.95,1040.96,5.10E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1362106974,9:30,west.uk.domain.lcl,101.180.174.242,61.58.162.190,f95d4bbadec6c0d0fd780de8b90e83fb,clittleb1,warn,fail,0x00-2D-98-52-B0-55-34,TX,10.97,853.14,3.56E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1456087546,13:46,east.uk.domain.lcl,4.102.35.28,186.2.90.153,0bdad0efb6466bc54773a070b8339369,jlongb2,info,fail,0x00-7F-87-F6-5E-35-1A,TX,5.16,1134.47,3.58E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1397756613,16:54,east.uk.domain.lcl,173.85.69.226,6.247.29.60,d99b103b433c8ab7d93a67831e303695,bdixonb3,warn,success,0x00-05-71-D8-A3-E5-3A,LA,12.12,592.5,5.61E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1307433172,0:38,west.uk.domain.lcl,147.127.38.146,246.147.139.65,7ca4b6eb87f5caba0daa2232d055e039,sdanielsb4,warn,fail,0x00-1B-4F-6E-DD-64-2A,DC,5.21,1550.32,5.60E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1471110670,10:28,west.uk.domain.lcl,16.233.239.170,104.219.11.52,c0bde87a4c72481b714d38d5ed4ef12b,kmcdonaldb5,info,lock,0x00-93-7C-1A-CE-9B-7B,MN,13.48,1202.05,4.04E+12,83c98eb70e1446bc7c85c430b2a432294c0380d0
1218652132,7:14,east.us.domain.lcl,140.1.5.34,103.25.177.183,09f35255b02957a91814b73d5881e078,sknightb6,info,lock,0x00-92-18-C0-7E-E9-2B,CT,11.37,1188.19,5.10E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1303895219,18:29,west.uk.domain.lcl,28.42.213.84,50.196.232.169,d83c7b9c9dbbbfd084d825c7a23ad2e2,nhowardb7,error,lock,0x00-A5-BF-BF-0C-A8-5A,IN,9.88,571.88,3.54E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1396942589,20:56,east.us.domain.lcl,200.131.113.42,214.80.185.251,9439e11ee45072ff59eac127a31e7ab7,plewisb8,error,lock,0x00-3D-30-27-E7-E9-7A,OH,14.73,1320.39,4.02E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1307131465,20:41,east.uk.domain.lcl,236.209.171.142,19.241.149.115,fee28b32dd05da5cd704927e36ad9a38,jspencerb9,critical,fail,0x00-CD-AA-C2-20-8A-F1,NY,14.37,930.04,4.84E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1308422420,1:52,east.us.domain.lcl,53.211.171.234,27.45.107.248,f767f9ac9332d5cd37b06cd245d4d9f6,ameyerba,info,success,0x00-A0-EB-71-5C-F5-94,CA,4.03,1855.55,5.50E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1411557729,14:51,east.us.domain.lcl,240.68.233.149,233.40.2.198,faac079fe48161249945acfa4ccbb08d,cmccoybb,error,success,0x00-10-F9-07-F3-AE-D8,TN,4.14,1830.46,5.39E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1239111528,6:49,east.us.domain.lcl,199.132.129.152,34.100.226.94,e9d47db317e3f4f62ce28acf5c8a0ae1,pandrewsbc,error,fail,0x00-C5-9E-EF-CD-D3-E6,KY,4.11,1201.01,3.02E+13,83c98eb70e1446bc7c85c430b2a432294c0380d0
1380316397,6:26,west.us.domain.lcl,40.208.155.121,220.188.13.206,9bafaac91f95a6a4116d44f61750e7da,colsonbd,warn,lock,0x00-A3-68-9D-A1-5E-3A,ID,7.36,840.93,5.02E+18,83c98eb70e1446bc7c85c430b2a432294c0380d0
1320796341,20:35,east.uk.domain.lcl,193.229.6.184,124.132.213.234,92b15fbe6e3b8a3a706470cf439050e0,jbennettbe,critical,success,0x00-E0-CE-76-72-C8-6F,VA,10.86,626.77,3.56E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1422248449,1:17,east.us.domain.lcl,65.249.243.103,136.36.199.137,166aa9b5081975418a7b64a264125704,hmurraybf,info,lock,0x00-22-33-E2-59-19-B6,FL,12.38,1438.27,6.77E+18,83c98eb70e1446bc7c85c430b2a432294c0380d0
1266503277,0:14,east.uk.domain.lcl,141.31.165.17,243.159.229.85,35dac210136150aeed00f8b03d811928,jstonebg,info,retry,0x00-3E-E0-FA-F0-04-AD,IN,8.23,727.01,3.55E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1336763396,5:34,west.uk.domain.lcl,116.101.205.50,82.74.24.36,0aa0f9243be98341b18c1a891933a7b6,lwardbh,critical,success,0x00-D8-E3-5B-1A-8D-40,FL,6.38,1347.19,5.60E+18,83c98eb70e1446bc7c85c430b2a432294c0380d0
1244255894,7:39,east.us.domain.lcl,222.187.241.230,159.86.120.186,6ae0106e99d1a9f470a5171a7124a084,rblackbi,info,lock,0x00-4D-96-13-E0-B0-D2,DE,8.52,899.47,5.10E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1214869019,1:01,east.us.domain.lcl,46.149.150.2,164.252.108.84,cead722516a1df6a9f6a0d1d57c53d47,tmarshallbj,warn,success,0x00-0B-0B-A7-A2-B6-C8,FL,14.35,1346.96,5.16E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1466106229,7:57,west.us.domain.lcl,8.116.191.220,195.172.193.39,dfa9a581305e9cf59ac3095bc6f99132,rcruzbk,warn,retry,0x00-CD-92-AF-10-7F-56,CA,5.75,1684.12,6.71E+16,83c98eb70e1446bc7c85c430b2a432294c0380d0
1359353938,17:20,west.us.domain.lcl,105.47.125.247,84.73.167.222,7bbb7a49981dc0173449375ae925fb67,sthompsonbl,critical,fail,0x00-53-B3-53-86-E7-E5,PA,6.03,1531.44,5.01E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
1333628531,21:16,west.us.domain.lcl,244.91.149.170,224.252.98.118,38e46b876edf3c1821a624394dc647ee,ddiazbm,error,fail,0x00-BC-20-5D-E0-9D-5D,NC,14.28,953.98,4.51E+15,83c98eb70e1446bc7c85c430b2a432294c0380d0
